DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              wlm1_offset               wlm2_offset               wlm4_offset               
2021-01-05                03:01:42.657              4.12618817                99.028516                 5.12618817                1609815702.658            0                         963                       1.4000328024E+02          4.4999046326E+01          3.4687500000E+01          4.5134605408E+01          4.4997276306E+01          2.0000000000E+00          0.0000000000E+00          2.5108582236E+04          1.0000000000E+00          2.1510538445E+00          2.1538694969E+00          4.2789808972E+02          4.2869939924E+02          1.2047073143E-01          1.5544008930E-01          -1.0186651563E-02         -1.8672939645E-03         4.7263074769E-03          
2021-01-05                03:01:43.569              4.12619872                99.028769                 5.12619872                1609815703.569            0                         963                       1.3999982634E+02          4.4999046326E+01          3.4687500000E+01          4.5134605408E+01          4.4997276306E+01          1.0000000000E+00          0.0000000000E+00          2.5107771215E+04          1.0000000000E+00          2.1510538445E+00          2.1538694969E+00          4.2772558810E+02          4.2869939924E+02          1.2047073143E-01          1.5544008930E-01          -1.0191276769E-02         -1.8672939645E-03         4.7263074769E-03          
2021-01-05                03:01:44.075              4.12620457                99.028910                 5.12620457                1609815704.075            0                         963                       1.3999803162E+02          4.4999046326E+01          3.4687500000E+01          4.5134605408E+01          4.4997276306E+01          3.0000000000E+00          0.0000000000E+00          2.5107259766E+04          1.0000000000E+00          2.1510538445E+00          2.1543555498E+00          4.2772558810E+02          4.2852787457E+02          1.2052870169E-01          1.5551459532E-01          -1.0191276769E-02         -1.8672939645E-03         4.7163074769E-03          
2021-01-05                03:01:45.503              4.12622111                99.029307                 5.12622111                1609815705.504            0                         963                       1.3999904277E+02          4.4999015808E+01          3.4687500000E+01          4.5134819031E+01          4.4997489929E+01          2.0000000000E+00          0.0000000000E+00          2.5106648836E+04          1.0000000000E+00          2.1513127915E+00          2.1543555498E+00          4.2772558810E+02          4.2852787457E+02          1.2052870169E-01          1.5551459532E-01          -1.0197670662E-02         -1.8572939645E-03         4.7163074769E-03          
2021-01-05                03:01:46.424              4.12623176                99.029562                 5.12623176                1609815706.424            0                         963                       1.3999987776E+02          4.4999015808E+01          3.4687500000E+01          4.5134819031E+01          4.4997489929E+01          1.0000000000E+00          0.0000000000E+00          2.5106479185E+04          1.0000000000E+00          2.1513127915E+00          2.1543555498E+00          4.2756615022E+02          4.2852787457E+02          1.2052870169E-01          1.5551459532E-01          -1.0207670662E-02         -1.8572939645E-03         4.7163074769E-03          
2021-01-05                03:01:46.930              4.12623762                99.029703                 5.12623762                1609815706.930            0                         963                       1.3999948120E+02          4.4999015808E+01          3.4687500000E+01          4.5134819031E+01          4.4997489929E+01          3.0000000000E+00          0.0000000000E+00          2.5105468750E+04          1.0000000000E+00          2.1513127915E+00          2.1546153125E+00          4.2756615022E+02          4.2836823921E+02          1.2050121449E-01          1.5547926756E-01          -1.0207670662E-02         -1.8572939645E-03         4.7063074769E-03          
2021-01-05                03:01:48.349              4.12625405                99.030097                 5.12625405                1609815708.350            0                         963                       1.4000370789E+02          4.4999015808E+01          3.4687500000E+01          4.5134819031E+01          4.4997489929E+01          2.0000000000E+00          0.0000000000E+00          2.5107644531E+04          1.0000000000E+00          2.1518720575E+00          2.1546153125E+00          4.2756615022E+02          4.2836823921E+02          1.2050121449E-01          1.5547926756E-01          -1.0217670662E-02         -1.8472939645E-03         4.7063074769E-03          
2021-01-05                03:01:49.253              4.12626451                99.030348                 5.12626451                1609815709.254            0                         963                       1.3999917884E+02          4.4999015808E+01          3.4687500000E+01          4.5134819031E+01          4.4997489929E+01          1.0000000000E+00          0.0000000000E+00          2.5107061212E+04          1.0000000000E+00          2.1518720575E+00          2.1546153125E+00          4.2741440065E+02          4.2836823921E+02          1.2050121449E-01          1.5547926756E-01          -1.0209477990E-02         -1.8472939645E-03         4.7063074769E-03          
2021-01-05                03:01:49.755              4.12627031                99.030488                 5.12627031                1609815709.755            0                         963                       1.3999879456E+02          4.4999015808E+01          3.4687500000E+01          4.5134819031E+01          4.4997489929E+01          3.0000000000E+00          0.0000000000E+00          2.5107011719E+04          1.0000000000E+00          2.1518720575E+00          2.1551732564E+00          4.2741440065E+02          4.2821567568E+02          1.2036981541E-01          1.5531038677E-01          -1.0209477990E-02         -1.8472939645E-03         4.7063074769E-03          
2021-01-05                03:01:51.177              4.12628677                99.030883                 5.12628677                1609815711.177            0                         963                       1.4000011053E+02          4.4999076843E+01          3.4687500000E+01          4.5134849548E+01          4.4997276306E+01          2.0000000000E+00          0.0000000000E+00          2.5107147972E+04          1.0000000000E+00          2.1520274987E+00          2.1551732564E+00          4.2741440065E+02          4.2821567568E+02          1.2036981541E-01          1.5531038677E-01          -1.0205088358E-02         -1.8572939645E-03         4.7063074769E-03          
2021-01-05                03:01:52.089              4.12629734                99.031136                 5.12629734                1609815712.090            0                         963                       1.4000058972E+02          4.4999076843E+01          3.4687500000E+01          4.5134849548E+01          4.4997276306E+01          1.0000000000E+00          0.0000000000E+00          2.5107278817E+04          1.0000000000E+00          2.1520274987E+00          2.1551732564E+00          4.2729116711E+02          4.2821567568E+02          1.2036981541E-01          1.5531038677E-01          -1.0195088358E-02         -1.8572939645E-03         4.7063074769E-03          
2021-01-05                03:01:52.591              4.12630314                99.031275                 5.12630314                1609815712.591            0                         963                       1.3999989319E+02          4.4999076843E+01          3.4687500000E+01          4.5134849548E+01          4.4997276306E+01          3.0000000000E+00          0.0000000000E+00          2.5107144531E+04          1.0000000000E+00          2.1520274987E+00          2.1553287317E+00          4.2729116711E+02          4.2809216150E+02          1.2048631966E-01          1.5546012404E-01          -1.0195088358E-02         -1.8572939645E-03         4.7163074769E-03          
