DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              wlm1_offset               wlm2_offset               wlm4_offset               
2021-01-04                09:00:00.286              3.37500331                81.000079                 4.37500331                1609750800.286            0                         963                       1.4000001510E+02          4.4997734070E+01          3.4464332461E+01          4.5132255554E+01          4.4995323181E+01          2.0000000000E+00          0.0000000000E+00          2.5100763375E+04          1.0000000000E+00          1.9579942405E+00          1.9610552014E+00          4.2233205660E+02          4.2311451911E+02          1.1933311521E-01          1.5397791683E-01          -1.0278338444E-02         -1.8466251152E-03         4.7190800783E-03          
2021-01-04                09:00:01.200              3.37501390                81.000334                 4.37501390                1609750801.201            0                         963                       1.3999543341E+02          4.4997734070E+01          3.4500000000E+01          4.5132255554E+01          4.4995323181E+01          1.0000000000E+00          0.0000000000E+00          2.5098971199E+04          1.0000000000E+00          1.9579942405E+00          1.9610552014E+00          4.2208742331E+02          4.2311451911E+02          1.1933311521E-01          1.5397791683E-01          -1.0268338444E-02         -1.8466251152E-03         4.7190800783E-03          
2021-01-04                09:00:01.709              3.37501978                81.000475                 4.37501978                1609750801.709            0                         963                       1.3999421692E+02          4.4997734070E+01          3.4500000000E+01          4.5132255554E+01          4.4995323181E+01          3.0000000000E+00          0.0000000000E+00          2.5098533203E+04          1.0000000000E+00          1.9579942405E+00          1.9609646579E+00          4.2208742331E+02          4.2286992556E+02          1.1886709168E-01          1.5337890818E-01          -1.0268338444E-02         -1.8466251152E-03         4.7090800783E-03          
2021-01-04                09:00:03.121              3.37503612                81.000867                 4.37503612                1609750803.121            0                         963                       1.3999607550E+02          4.4997734070E+01          3.4500000000E+01          4.5132255554E+01          4.4995323181E+01          2.0000000000E+00          0.0000000000E+00          2.5098764323E+04          1.0000000000E+00          1.9587435839E+00          1.9609646579E+00          4.2208742331E+02          4.2286992556E+02          1.1886709168E-01          1.5337890818E-01          -1.0258338444E-02         -1.8566251152E-03         4.7090800783E-03          
2021-01-04                09:00:04.023              3.37504657                81.001118                 4.37504657                1609750804.024            0                         963                       1.3999113899E+02          4.4997761689E+01          3.4500000000E+01          4.5132255554E+01          4.4995415245E+01          1.0000000000E+00          0.0000000000E+00          2.5096607542E+04          1.0000000000E+00          1.9587435839E+00          1.9609646579E+00          4.2217648862E+02          4.2286992556E+02          1.1886709168E-01          1.5337890818E-01          -1.0248338444E-02         -1.8566251152E-03         4.7090800783E-03          
2021-01-04                09:00:04.525              3.37505237                81.001257                 4.37505237                1609750804.525            0                         963                       1.3999104309E+02          4.4997825623E+01          3.4500000000E+01          4.5132255554E+01          4.4995628357E+01          3.0000000000E+00          0.0000000000E+00          2.5094134766E+04          1.0000000000E+00          1.9587435839E+00          1.9617248907E+00          4.2217648862E+02          4.2296172473E+02          1.2011381639E-01          1.5498135971E-01          -1.0248338444E-02         -1.8566251152E-03         4.7190800783E-03          
2021-01-04                09:00:05.938              3.37506874                81.001650                 4.37506874                1609750805.939            0                         963                       1.4000588061E+02          4.4997825623E+01          3.4500000000E+01          4.5132255554E+01          4.4995628357E+01          2.0000000000E+00          0.0000000000E+00          2.5097813213E+04          1.0000000000E+00          1.9595857894E+00          1.9617248907E+00          4.2217648862E+02          4.2296172473E+02          1.2011381639E-01          1.5498135971E-01          -1.0258184584E-02         -1.8466251152E-03         4.7190800783E-03          
2021-01-04                09:00:06.848              3.37507927                81.001902                 4.37507927                1609750806.849            0                         963                       1.4000756836E+02          4.4997825623E+01          3.4500000000E+01          4.5132255554E+01          4.4995628357E+01          1.0000000000E+00          0.0000000000E+00          2.5099923828E+04          1.0000000000E+00          1.9595857894E+00          1.9617248907E+00          4.2242180503E+02          4.2296172473E+02          1.2011381639E-01          1.5498135971E-01          -1.0248184584E-02         -1.8466251152E-03         4.7190800783E-03          
2021-01-04                09:00:07.349              3.37508507                81.002042                 4.37508507                1609750807.350            0                         963                       1.4000756836E+02          4.4997825623E+01          3.4500000000E+01          4.5132255554E+01          4.4995628357E+01          3.0000000000E+00          0.0000000000E+00          2.5099923828E+04          1.0000000000E+00          1.9595857894E+00          1.9625535046E+00          4.2242180503E+02          4.2320357930E+02          1.1767707106E-01          1.5184922001E-01          -1.0248184584E-02         -1.8466251152E-03         4.7090800783E-03          
2021-01-04                09:00:08.769              3.37510150                81.002436                 4.37510150                1609750808.770            0                         963                       1.3999393243E+02          4.4997818273E+01          3.4500000000E+01          4.5132299653E+01          4.4995665106E+01          2.0000000000E+00          0.0000000000E+00          2.5098983629E+04          1.0000000000E+00          1.9609871034E+00          1.9625535046E+00          4.2242180503E+02          4.2320357930E+02          1.1767707106E-01          1.5184922001E-01          -1.0258184584E-02         -1.8367017140E-03         4.7090800783E-03          
